CODIGO_DA_IES,NOME_DA_IES,CATEGORIA_DA_IES,MUNICIPIO,UF,SITUACAO_IES
19878,FACULDADE BRAVIUM,Privada,Valparaíso de Goiás,GO,Ativa
14222,Faculdade Presidente Antônio Carlos de Senhora dos Remédios,Privada,Senhora dos Remédios,MG,Extinta
1741,FACULDADE DE TECNOLOGIA INTERAMÉRICA,Privada,São Paulo,SP,Extinta
1028,UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL,Pública,Dourados,MS,Ativa
1774,Faculdade Anhanguera De Ponta Grossa,Privada,Ponta Grossa,PR,Ativa
21672,Faculdade Cerrado,Privada,Brasília,DF,Ativa
24530,Faculdade da Polícia Militar de Santa Catarina,Pública,Florianópolis,SC,Ativa
3192,FACULDADE SÃO FRANCISCO DE CAJAZEIRAS,Privada,Cajazeiras,PB,Ativa
3797,CENTRO UNIVERSITÁRIO GUAIRACÁ,Privada,Guarapuava,PR,Ativa
587,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,Pública,Recife,PE,Ativa
19327,Faculdade Cesar,Privada,Recife,PE,Ativa
1834,FACULDADE DE AGUDOS,Privada,Agudos,SP,Ativa
80,CENTRO UNIVERSITÁRIO PARA O DESENVOLVIMENTO DO ALTO VALE DO ITAJAÍ,Privada,Rio do Sul,SC,Ativa
2462,FACULDADE SÃO LUÍS,Privada,Brusque,SC,Ativa
1856,FACULDADE DO NORTE NOVO DE APUCARANA,Privada,Apucarana,PR,Ativa
1293,INSTITUTO DE ENSINO SUPERIOR DO OESTE PAULISTA,Privada,Barretos,SP,Extinta
13452,FACULDADE DE TECNOLOGIA FUNDAÇÃO UNIVERSITÁRIA DE CARDIOLOGIA,Privada,Porto Alegre,RS,Extinta
4742,Faculdade Uninassau Olinda - Nassau Olinda,Privada,Olinda,PE,Ativa
873,FACULDADES UNIFICADAS DE FOZ DO IGUAÇU,Privada,Foz do Iguaçu,PR,Ativa
23897,Faculdade Pitágoras de  Caruaru,Privada,Caruaru,PE,Ativa
2027,FACULDADE DE CAMPINA GRANDE,Privada,Campina Grande,PB,Ativa
2369,INSTITUTO DE ENSINO SUPERIOR SANTO ANTÔNIO,Privada,Joinville,SC,Ativa
18201,FACULDADE SENAC PALHOÇA,Privada,Palhoça,SC,Ativa
23168,Centro de Estudos Superiores de Jataí,Privada,Jataí,GO,Ativa
1457,Faculdade Estácio de Cotia,Privada,Cotia,SP,Ativa
847,FACULDADE PIAUIENSE DE PROCESSAMENTO DE DADOS,Privada,Teresina,PI,Ativa
1174,FACULDADE DE SABARÁ,Privada,Sabará,MG,Ativa
14101,Faculdade Presidente Antônio Carlos de Baependi,Privada,Baependi,MG,Ativa
495,FACULDADE DE CIÊNCIAS E LETRAS DE BRAGANÇA PAULISTA,Pública,Bragança Paulista,SP,Ativa
610,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DO RIO DE JANEIRO,Privada,Rio de Janeiro,RJ,Ativa
1556,CENTRO UNIVERSITÁRIO SETE DE SETEMBRO,Privada,Fortaleza,CE,Ativa
664,UNIVERSIDADE VILA VELHA,Privada,Vila Velha,ES,Ativa
4848,FACULDADE OBOÉ - FACO,Privada,Fortaleza,CE,Extinta
1718,CENTRO UNIVERSITÁRIO NOBRE DE FEIRA DE SANTANA,Privada,Feira de Santana,BA,Ativa
25334,Faculdade Cidade Teológica Pentecostal,Privada,Fortaleza,CE,Ativa
25274,UNIVERSIDADE FEDERAL DE CATALÃO,Pública,Catalão,GO,Ativa
3008,FACULDADE DO INSTITUTO NACIONAL DE PÓS-GRADUAÇÃO DE SÃO JOSÉ DOS CAMPOS,Privada,São José dos Campos,SP,Ativa
2870,FACULDADE SERRA DO CARMO,Privada,Palmas,TO,Ativa
23818,Instituto Superior da AFAC,Privada,Niterói,RJ,Ativa
1300,INSTITUTO TAQUARITINGUENSE DE ENSINO SUPERIOR DR. ARISTIDES DE CARVALHO SCHLOBACH,Privada,Taquaritinga,SP,Ativa
1597,FACULDADE SANTA FÉ,Privada,São Luís,MA,Ativa
1459,CENTRO UNIVERSITÁRIO MÁRIO PALMÉRIO,Privada,Monte Carmelo,MG,Ativa
18700,Faculdade AGES de Jeremoabo,Privada,Jeremoabo,BA,Extinta
137,CENTRO UNIVERSITÁRIO SAGRADO CORAÇÃO,Privada,Bauru,SP,Ativa
1411,FACULDADE DOIS DE JULHO,Privada,Salvador,BA,Ativa
1567,FACULDADE VIZINHANÇA VALE DO IGUAÇU,Pública,Dois Vizinhos,PR,Extinta
3034,Faculdade Anhanguera de Salvador,Privada,Salvador,BA,Ativa
4789,INSTITUTO CENTRO DE ENSINO TECNOLÓGICO - LIMOEIRO DO NORTE,Privada,Limoeiro do Norte,CE,Extinta
15753,FACULDADE DE TECNOLOGIA NILO DE STÉFANI - JABOTICABAL,Pública,Jaboticabal,SP,Ativa
2644,INSTITUTO DE EDUCAÇÃO SUPERIOR DO TAPAJÓS,Privada,Itaituba,PA,Extinta
20410,Faculdade de Indiara,Privada,Indiara,GO,Ativa
2130,FACULDADE EVANGÉLICA DE TEOLOGIA DE BELO HORIZONTE,Privada,Belo Horizonte,MG,Extinta
2308,FACULDADE GEREMÁRIO DANTAS,Privada,Rio de Janeiro,RJ,Extinta
533,FACULDADES INTEGRADAS DE ITAPETININGA,Privada,Itapetininga,SP,Ativa
788,FACULDADE DE RONDÔNIA,Privada,Porto Velho,RO,Ativa
3388,CENTRO UNIVERSITÁRIO PARAÍSO,Privada,Juazeiro do Norte,CE,Ativa
1921,FACULDADE DE SÃO BENTO,Privada,São Paulo,SP,Ativa
3977,FACULDADE DE TECNOLOGIA DO AMAPÁ,Privada,Macapá,AP,Ativa
14249,Faculdade Presidente Antônio Carlos de Congonhas,Privada,Congonhas,MG,Extinta
23700,Faculdade de Tecnologia de Ferraz de Vasconcelos,Pública,Ferraz de Vasconcelos,SP,Ativa
17933,FACULDADE REDENTOR DE PARAÍBA DO SUL,Privada,Paraíba do Sul,RJ,Extinta
2045,FACULDADE AMADEUS,Privada,Aracaju,SE,Ativa
22197,FACULDADE ATENAS PASSOS,Privada,Passos,MG,Ativa
16782,Faculdade Mário Quintana,Privada,Porto Alegre,RS,Ativa
22650,Faculdade Impactos - FACI,Privada,Cuiabá,MT,Ativa
21827,Instituto Friburgo de Ensino Superior,Privada,São Paulo,SP,Ativa
14199,INSTITUTO SUPERIOR DE EDUCAÇÃO DO ALTO SÃO FRANCISCO,Privada,Abaeté,MG,Extinta
18260,Faculdade Estácio de Imperatriz - ESTÁCIO IMPERATRIZ,Privada,Imperatriz,MA,Extinta
20700,FACULDADE DE DESENVOLVIMENTO DO NORTE,Privada,São Francisco,MG,Ativa
135,Claretiano - Centro Universitário,Privada,Batatais,SP,Ativa
22641,Faculdade Metropolitana de Parintins,Privada,Parintins,AM,Ativa
19865,Faculdade Una de Pouso Alegre,Privada,Pouso Alegre,MG,Ativa
3051,FACULDADE TEOLÓGICA DE CIÊNCIAS HUMANAS E SOCIAIS LOGOS,Privada,São Paulo,SP,Ativa
1307,FACULDADE DE ENSINO SUPERIOR E FORMAÇÃO INTEGRAL,Privada,Garça,SP,Ativa
16437,FACULDADE DE CIÊNCIAS DA SAÚDE,Privada,Aracaju,SE,Ativa
13014,FACULDADE DE TEOLOGIA DA ARQUIDIOCESE DE BRASÍLIA,Privada,Brasília,DF,Ativa
18153,FACULDADE CESUMAR DE GUARAPUAVA,Privada,Guarapuava,PR,Ativa
284,FACULDADE DE MEDICINA DE ITAJUBÁ,Privada,Itajubá,MG,Ativa
5008,FACULDADES FAMEP,Privada,São Pedro do Piauí,PI,Ativa
21206,Escola de Educação Física do Exército,Pública,Rio de Janeiro,RJ,Ativa
1932,FACULDADE PALOTINA,Privada,Santa Maria,RS,Ativa
21685,Faculdade Gil Gal,Privada,Sousa,PB,Ativa
1892,Centro Universitário de Excelência Eniac,Privada,Guarulhos,SP,Ativa
22811,Complexo de Ensino Superior de Palmas,Privada,Palmas,TO,Ativa
21103,FIEP - FACULDADE INTERNACIONAL DE EVOLUÇÃO PROFISSIONAL,Privada,Salvador,BA,Ativa
1878,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL INACIANA PE SABÓIA DE MEDEIROS,Privada,São Bernardo do Campo,SP,Ativa
3203,INSTITUTO SUPERIOR DE EDUCAÇÃO ALBERT EINSTEIN,Privada,Brasília,DF,Ativa
22996,Faculdade de Tecnologia e Ciências - FTC Parnamirim,Privada,Parnamirim,RN,Ativa
5438,FACULDADE DE TECNOLOGIA DE ENSINO SUPERIOR,Privada,Montes Claros,MG,Extinta
24700,Faculdade Instituto Rio de Janeiro,Privada,Rio de Janeiro,RJ,Ativa
21878,Faculdade Metropolitana de Florianópolis,Privada,Florianópolis,SC,Ativa
1700,FACULDADE PROMOVE DE SETE LAGOAS,Privada,Sete Lagoas,MG,Ativa
20438,FACULDADE INTERCULTURAL DA AMAZONIA,Privada,Belém,PA,Ativa
1641,CENTRO UNIVERSITÁRIO SOCIAL DA BAHIA,Privada,Salvador,BA,Ativa
23194,Faculdade PSICOLOG,Privada,Ribeirão Preto,SP,Ativa
568,UNIVERSIDADE ESTADUAL DO MARANHÃO,Pública,São Luís,MA,Ativa
3966,CENTRO UNIVERSITÁRIO DE CARATINGA,Privada,Caratinga,MG,Ativa
778,FACULDADE IBRA DOS VALES,Privada,Jacareí,SP,Ativa
3312,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE RIO VERDE,Pública,Rio Verde,GO,Extinta
18627,Faculdade Pitágoras de João Pessoa,Privada,João Pessoa,PB,Extinta
12601,FACULDADE BRASILEIRA DE ESTUDOS AVANÇADOS,Privada,São Luís,MA,Ativa
3786,FACULDADE DE ENSINO DE MINAS GERAIS,Privada,Belo Horizonte,MG,Ativa
21201,FTRB - Faculdade Teológica Reformada de Brasília,Privada,Brasília,DF,Ativa
1900,"Centro Universitário de Ensino, Ciência e Tecnologia do Paraná",Privada,Curitiba,PR,Ativa
20615,Faculdade do Sertão Central,Privada,Milhã,CE,Ativa
3165,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DO TRIÂNGULO MINEIRO",Pública,Uberaba,MG,Ativa
21370,FACULDADE MAURÍCIO DE NASSAU DE DUQUE DE CAXIAS,Privada,Duque de Caxias,RJ,Extinta
5664,FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS DE ARARIPINA - FACISA,Pública,Araripina,PE,Ativa
1435,FACULDADE DE VILA VELHA,Privada,Vila Velha,ES,Extinta
3319,Instituto Universitário Una de Catalão,Privada,Catalão,GO,Ativa
2242,FACULDADE DO RECIFE,Privada,Recife,PE,Ativa
1532,FACULDADE DE SERTÃOZINHO,Privada,Sertãozinho,SP,Ativa
1526,Faculdade SENAI São Paulo,Privada,São Paulo,SP,Ativa
19823,Faculdade Porto União,Privada,São Paulo,SP,Ativa
2282,FACULDADE DE CAFELÂNDIA,Privada,Cafelândia,PR,Ativa
2289,FACULDADE UNIÃO CULTURAL DO ESTADO DE SÃO PAULO,Privada,Araçatuba,SP,Ativa
2143,INSTITUTO SUPERIOR DE EDUCAÇÃO DE DUQUE DE CAXIAS,Privada,Duque de Caxias,RJ,Extinta
14125,Faculdade Presidente Antônio Carlos de Campos Altos,Privada,Campos Altos,MG,Extinta
2580,INSTITUTO SUPERIOR DE EDUCAÇÃO PAULO MARTINS,Privada,Brasília,DF,Extinta
2450,FACULDADE PROMOVE DE BELO HORIZONTE,Privada,Belo Horizonte,MG,Ativa
316,UNIVERSIDADE NOVE DE JULHO,Privada,São Paulo,SP,Ativa
4674,FACULDADE PORTO DAS ÁGUAS,Privada,Porto Belo,SC,Ativa
2806,FACULDADE EVANGÉLICA DE SÃO PAULO,Privada,São Paulo,SP,Ativa
25455,FACULDADE BELA VISTA,Privada,São Paulo,SP,Ativa
2741,FACULDADE CATÓLICA DOM ORIONE,Privada,Araguaína,TO,Ativa
1456,FACULDADE ANHANGUERA DE SERTÃOZINHO,Privada,Sertãozinho,SP,Ativa
19578,Faculdade de Tecnologia de Cotia,Pública,Cotia,SP,Ativa
1836,CENTRO UNIVERSITÁRIO FUNDAÇÃO DE ENSINO OCTÁVIO BASTOS - FEOB,Privada,São João da Boa Vista,SP,Ativa
15032,UNIVERSIDADE ALTO VALE DO RIO DO PEIXE,Privada,Caçador,SC,Ativa
21593,Faculdade Plus,Privada,Fortaleza,CE,Ativa
1898,FACULDADE DO LITORAL SUL PAULISTA,Privada,Praia Grande,SP,Ativa
2470,INSTITUTO SALVADOR DE ENSINO E CULTURA,Privada,Salvador,BA,Ativa
19281,FACULDADE ATAME,Privada,Brasília,DF,Ativa
22872,Faculdade UNIABA,Privada,Brasília,DF,Ativa
1097,FACULDADES INTEGRADAS DE SÃO PAULO,Privada,São Paulo,SP,Extinta
4036,FACULDADE DE TECNOLOGIA DE CATALÃO,Privada,Catalão,GO,Extinta
2467,FACULDADE NACIONAL DO NORTE DO PARANÁ,Privada,Marialva,PR,Extinta
4869,Faculdade de Tecnologia Pitágotas - Unidade Londrina,Privada,Londrina,PR,Extinta
14131,Falculdade Presidente Antônio Carlos de Divisa Alegre,Privada,Divisa Alegre,MG,Extinta
18019,Faculdade do Educador,Privada,São Paulo,SP,Ativa
1670,FACULDADE ASA DE BRUMADINHO,Privada,Brumadinho,MG,Ativa
19257,Faculdade UNA de Divinópolis,Privada,Divinópolis,MG,Ativa
2795,FACULDADE SÃO FRANCISCO DE ASSIS,Privada,Nova Xavantina,MT,Extinta
5077,UNIVERSIDADE ESTADUAL DE RORAIMA,Pública,Boa Vista,RR,Ativa
1625,FACULDADE REUNIDA,Privada,Ilha Solteira,SP,Extinta
20478,Faculdade de Tecnologia de Santana de Parnaíba,Pública,Santana de Parnaíba,SP,Ativa
1396,Centro Universitário Dinâmica das Cataratas,Privada,Foz do Iguaçu,PR,Ativa
4863,FACULDADE ANHANGUERA DE POÇOS DE CALDAS,Privada,Poços de Caldas,MG,Ativa
1611,FACULDADES FATIFAJAR - FATIFAJAR ARAPOTI,Privada,Arapoti,PR,Ativa
4008,FACULDADE DE TECNOLOGIA SENAC PASSO FUNDO,Privada,Passo Fundo,RS,Extinta
2964,FACULDADE PROJEÇÃO DO GUARÁ,Privada,Brasília,DF,Ativa
408,ESCOLA SUPERIOR DE RELAÇÕES PÚBLICAS,Privada,Recife,PE,Extinta
21399,Faculdade Uninassau Patos,Privada,Patos,PB,Extinta
19670,Faculdade de Ciências da Saúde Moinhos de Vento,Privada,Porto Alegre,RS,Ativa
4198,Faculdade Morgana Potrich,Privada,Mineiros,GO,Ativa
14228,Faculdade Presidente Antônio Carlos Rio Novo,Privada,Rio Novo,MG,Extinta
14204,Faculdade Presidente Antônio Carlos de Arcos,Privada,Arcos,MG,Extinta
496,UNIVERSIDADE DE FRANCA,Privada,Franca,SP,Ativa
13832,FACULDADE SAGRADA FAMÍLIA,Privada,Ponta Grossa,PR,Ativa
3396,Centro Universitário LS,Privada,Brasília,DF,Ativa
556,CONSERVATÓRIO DE MÚSICA DE NITERÓI,Privada,Niterói,RJ,Extinta
22742,FACULDADE MASTER DO PARÁ - FAMAP TUCUMÃ,Privada,Tucumã,PA,Ativa
4493,FACULDADE DE TECNOLOGIA CERTUS,Privada,São Paulo,SP,Extinta
2365,CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS,Privada,Palmas,TO,Ativa
1550,FACULDADE DE EDUCAÇÃO FÍSICA DE FOZ DO IGUAÇU,Privada,Foz do Iguaçu,PR,Ativa
13476,FACULDADE SÃO BASÍLIO MAGNO,Privada,Curitiba,PR,Ativa
2596,INSTITUTO SUPERIOR DE EDUCAÇÃO DON DOMÊNICO,Privada,Guarujá,SP,Extinta
21857,Faculdade Tecnológica de Limoeiro do Norte: Ladislau Pereira,Privada,Limoeiro do Norte,CE,Ativa
3303,Faculdade Invest de Ciências e Tecnologia,Privada,Cuiabá,MT,Ativa
1099,FACULDADE DE EDUCAÇÃO E CIÊNCIAS GERENCIAIS DE SÃO PAULO,Privada,São Paulo,SP,Extinta
1215,FACULDADE ANGLO LATINO,Privada,São Paulo,SP,Extinta
3585,FACULDADE SANTA CRUZ,Privada,Santa Cruz do Capibaribe,PE,Ativa
4584,Faculdade FACESE,Privada,Curitiba,PR,Extinta
17487,Faculdade Metropolitana do Marajó,Privada,Breves,PA,Ativa
24881,Faculdade Filadelfia de Tecnologia,Privada,Itajaí,SC,Ativa
16395,Faculdade de Tecnologia de Carapicuiba,Pública,Carapicuíba,SP,Ativa
22472,FACULDADE ARQUIDIOCESANA DE PIRAPORA,Privada,Pirapora,MG,Ativa
17014,CENTRO SUPERIOR DE ESTUDOS JURÍDICOS CARLOS DRUMMOND DE ANDRADE,Privada,São Paulo,SP,Ativa
2474,CENTRO UNIVERSITÁRIO MARIA MILZA,Privada,Cruz das Almas,BA,Ativa
1989,INSTITUTO SUPERIOR DE EDUCAÇÃO AVANTIS,Privada,Balneário Camboriú,SC,Extinta
824,CENTRO UNIVERSITÁRIO DE GOIATUBA,Pública,Goiatuba,GO,Ativa
1375,FACULDADE CATÓLICA RAINHA DA PAZ DE ARAPUTANGA,Privada,Araputanga,MT,Ativa
21240,FACULDADE UNIRB - PIAUÍ,Privada,Teresina,PI,Ativa
738,CENTRO UNIVERSITÁRIO TERESA D'ÁVILA,Privada,Lorena,SP,Ativa
176,UNIVERSIDADE CASTELO BRANCO,Privada,Rio de Janeiro,RJ,Ativa
3649,CENTRO UNIVERSITÁRIO CIDADE VERDE,Privada,Maringá,PR,Ativa
14147,Faculdade Presidente Antônio Carlos de Barão de Cocais,Privada,Barão de Cocais,MG,Ativa
23203,Centro de Ensino Superior SOCIESC de São Bento do Sul,Privada,São Bento do Sul,SC,Ativa
1805,CENTRO UNIVERSITÁRIO DOS GUARARAPES,Privada,Jaboatão dos Guararapes,PE,Ativa
1993,FACULDADE IDEAL DE PATOS,Privada,Patos de Minas,MG,Extinta
4167,INSTITUTO DE ENSINO SUPERIOR DA FUPESP,Pública,Paulínia,SP,Ativa
14160,Faculdade Presidente Antônio Carlos de Carmópolis,Privada,Carmópolis de Minas,MG,Extinta
14297,Faculdade Unirb - Parnaíba,Privada,Parnaíba,PI,Ativa
21268,FACULDADE ESTÁCIO DE ANANINDEUA,Privada,Ananindeua,PA,Ativa
20322,Escola de Ensino Superior do Agreste Paraibano,Privada,Guarabira,PB,Ativa
2032,FACULDADE DE PEDAGOGIA E FORMAÇÃO DE NORMALISTAS DE ARAGUAÍNA,Privada,Araguaína,TO,Extinta
16964,Faculdade de Tecnologia de Horizonte,Privada,Horizonte,CE,Ativa
828,FACULDADE DE SÃO LOURENÇO,Privada,São Lourenço,MG,Ativa
19786,FACULDADE ANHANGUERA DE SERRA,Privada,Serra,ES,Ativa
5313,Faculdades Unificadas de Cataguases,Privada,Cataguases,MG,Ativa
5369,FACULDADES INTEGRADAS ASMEC,Privada,Ouro Fino,MG,Ativa
1808,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO",Pública,Vitória,ES,Ativa
23026,Escola de Sargentos de Logística,Pública,Rio de Janeiro,RJ,Ativa
1344,FACULDADE BORGES DE MENDONÇA,Privada,Florianópolis,SC,Ativa
14383,Faculdade CNEC de Educação de Uberaba,Privada,Uberaba,MG,Ativa
386,CENTRO UNIVERSITÁRIO DE GOIÁS,Privada,Goiânia,GO,Ativa
19879,Faculdade IPESSP,Privada,São Paulo,SP,Ativa
25453,Faculdade Ésper,Privada,Goiânia,GO,Ativa
1977,CENTRO DE ESTUDOS SUPERIORES APRENDIZ,Privada,Barbacena,MG,Ativa
23894,Faculdade Pitágoras de Belém,Privada,Belém,PA,Ativa
4531,FACULDADE ADVENTISTA DA BAHIA,Privada,Cachoeira,BA,Ativa
2485,FACULDADE CATÓLICA DE FORTALEZA,Privada,Fortaleza,CE,Ativa
18319,FACULDADES INTEGRADAS VITAL BRAZIL,Privada,Rio de Janeiro,RJ,Ativa
19849,Faculdade Univeritas Universus Veritas de Vitória,Privada,Vitória,ES,Extinta
17593,Faculdade de Botucatu,Privada,Botucatu,SP,Ativa
4751,CENTRO UNIVERSITÁRIO UNIFATECIE,Privada,Paranavaí,PR,Ativa
1572,FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS,Privada,Itamaraju,BA,Ativa
21983,FACULDADE MORUMBI,Privada,São Paulo,SP,Ativa
19736,FACULDADE RENOVAÇÃO DE ARAPONGAS,Privada,Arapongas,PR,Extinta
17498,FACULDADE DE SAÚDE SANTO AGOSTINHO DE VITÓRIA DA CONQUISTA,Privada,Vitória da Conquista,BA,Ativa
1476,"FACULDADE DE COMUNICAÇÃO E DESIGN ""OSWALDO CRUZ""",Privada,São Paulo,SP,Ativa
17839,FACULDADE DE DRACENA,Privada,Dracena,SP,Ativa
21446,Instituto Superior da Convenção Nac. das Assembleias de Deus,Privada,Brasília,DF,Ativa
4739,FACULDADE PRESBITERIANA AUGUSTO GALVÃO,Privada,Campo Formoso,BA,Extinta
3337,FACULDADE DE TECNOLOGIA DE TERESINA,Privada,Teresina,PI,Ativa
15708,Faculdade de Tecnologia Dr. Thomaz Novelino,Pública,Franca,SP,Ativa
1350,Centro Universitário do Vale do Jaguaribe,Privada,Aracati,CE,Ativa
1068,FACULDADE ALDETE MARIA ALVES,Privada,Iturama,MG,Ativa
5021,FACULDADE DE EDUCAÇÃO TECNOLÓGICA DO ESTADO DO RIO DE JANEIRO - FAETERJ,Pública,Itaperuna,RJ,Ativa
4141,FACULDADE ANHANGUERA DE TAUBATÉ,Privada,Taubaté,SP,Ativa
21439,Escola de Artilharia de Costa e Antiaérea,Pública,Rio de Janeiro,RJ,Ativa
409,UNIVERSIDADE DE PERNAMBUCO,Pública,Recife,PE,Ativa
1315,FACULDADE DE EDUCAÇÃO DA SERRA,Privada,Serra,ES,Extinta
1699,FACULDADE DE EDUCAÇÃO DE JARU,Privada,Jaru,RO,Ativa
21952,FGV / Escola de Relações Internacionais,Privada,São Paulo,SP,Ativa
216,CENTRO UNIVERSITÁRIO METODISTA IZABELA HENDRIX,Privada,Belo Horizonte,MG,Ativa
1386,FACULDADE ESAMC CAMPINAS,Privada,Campinas,SP,Ativa
29,UNIVERSIDADE ESTADUAL DO CEARÁ,Pública,Fortaleza,CE,Ativa
1981,FACULDADE MILLENNIUM,Privada,Brasília,DF,Extinta
4873,FACULDADE IBRA DE TAUBATÉ,Privada,Taubaté,SP,Ativa
1563,CENTRO UNIVERSITÁRIO UNINOVAFAPI,Privada,Teresina,PI,Ativa
12247,"Instituto Brasileiro de Ensino, Desenvolvimento e Pesquisa de Brasília",Privada,Brasília,DF,Ativa
3781,FACULDADE DE TECNOLOGIA DE JARAGUÁ DO SUL,Privada,Jaraguá do Sul,SC,Extinta
23821,FACULDADE VALE DO SORRISO,Privada,Sousa,PB,Ativa
12772,FACULDADE DE TECNOLOGIA SENAC MINAS - UNIDADE BELO HORIZONTE,Privada,Belo Horizonte,MG,Ativa
1732,FACULDADE GENNARI E PEARTREE,Privada,Pederneiras,SP,Ativa
21445,Faculdade Regional do Centro Sul de Sergipe,Privada,Umbaúba,SE,Ativa
4435,FACULDADE SÃO PAULO,Privada,São Paulo,SP,Extinta
2456,FACULDADE DE ADMINISTRAÇÃO DE CHAPADÃO DO SUL,Privada,Chapadão do Sul,MS,Ativa
20547,Faculdade Uninta Itapipoca,Privada,Itapipoca,CE,Ativa
14032,Faculdade Presidente Antônio Carlos de Belo Horizonte,Privada,Belo Horizonte,MG,Extinta
2460,FACULDADE ESTÁCIO DE NATAL,Privada,Natal,RN,Ativa
22992,Faculdade SENAI de Construção,Privada,Campo Grande,MS,Ativa
1423,Faculdade Ideal Wyden,Privada,Belém,PA,Ativa
14153,Faculdade Presidente Antônio Carlos de Porteirinha,Privada,Porteirinha,MG,Extinta
1840,CENTRO UNIVERSITÁRIO CASTELO BRANCO,Privada,Colatina,ES,Ativa
12754,FACULDADE CRISTÃ DE CURITIBA,Privada,Curitiba,PR,Ativa
19943,Faculdade Sapiens,Privada,Porto Velho,RO,Ativa
2745,CENTRO UNIVERSITÁRIO DA AMAZÔNIA,Privada,Belém,PA,Ativa
24989,FACULDADE TERCEIRA VISÃO,Privada,Garibaldi,RS,Ativa
23278,Faculdade de Agronomia UNA de Itumbiara,Privada,Itumbiara,GO,Ativa
1759,CENTRO UNIVERSITÁRIO PADRE JOÃO BAGOZZI,Privada,Curitiba,PR,Ativa
3789,FACULDADE EVANGÉLICA DE GOIANÉSIA,Privada,Goianésia,GO,Ativa
17816,FACULDADE UNINASSAU FEIRA DE SANTANA,Privada,Feira de Santana,BA,Ativa
4005,FACULDADE CENECISTA DE SENHOR DO BONFIM,Privada,Senhor do Bonfim,BA,Extinta
1973,INSTITUTO SUPERIOR DE EDUCAÇÃO ORÍGENES LESSA,Privada,Lençóis Paulista,SP,Extinta
2845,Cesrei Faculdade,Privada,Campina Grande,PB,Ativa
1126,UNIVERSIDADE ESTADUAL DO CENTRO OESTE,Pública,Guarapuava,PR,Ativa
4539,FACULDADE DE TEOLOGIA E CIÊNCIAS HUMANAS,Privada,Passo Fundo,RS,Extinta
22076,Faculdade Estácio de Alagoinhas,Privada,Alagoinhas,BA,Ativa
4329,FACULDADE DO CENTRO EDUCACIONAL MINEIRO - FACEM,Privada,Belo Horizonte,MG,Ativa
760,FACULDADE DE CIÊNCIAS HUMANAS DE PERNAMBUCO,Privada,Recife,PE,Ativa
3115,INSTITUTO SUPERIOR DE EDUCAÇÃO SANTO AGOSTINHO DE PIRAPORA,Privada,Pirapora,MG,Extinta
1143,Faculdade de Ciências de Timbaúba,Privada,Timbaúba,PE,Extinta
5079,FACULDADE EDUCACIONAL DE MATELÂNDIA,Privada,Matelândia,PR,Extinta
213,CENTRO UNIVERSITÁRIO ÁLVARES PENTEADO,Privada,São Paulo,SP,Ativa
13897,FACULDADE LABORO,Privada,São Luís,MA,Ativa
1486,FACULDADE ESTÁCIO DE SÁ DE VITÓRIA,Privada,Vitória,ES,Ativa
17731,FACULDADE SESI-SP DE EDUCAÇÃO,Privada,São Paulo,SP,Ativa
1653,FACULDADE DE CIÊNCIA E EDUCAÇÃO DO CAPARAÓ,Privada,Guaçuí,ES,Ativa
3647,FACULDADE DE TECNOLOGIA MARISTA,Privada,Belo Horizonte,MG,Extinta
1286,Faculdade de Tecnologia Senai Mario Amato,Privada,São Bernardo do Campo,SP,Ativa
794,CENTRO UNIVERSITÁRIO DE VÁRZEA GRANDE,Privada,Várzea Grande,MT,Ativa
22144,Faculdade de Ciências Jurídicas de Luziânia,Privada,Luziânia,GO,Ativa
1412,FACULDADE ANHANGUERA DE JUNDIAÍ,Privada,Jundiaí,SP,Ativa
2035,FACULDADE FATIFAJAR JAGUARIAÍVA,Privada,Jaguariaíva,PR,Ativa
14069,FACULDADE DE TECNOLOGIA PORTO SUL,Privada,Praia Grande,SP,Ativa
4945,FACULDADE INTERNACIONAL DO DELTA,Privada,Parnaíba,PI,Ativa
22325,Faculdade Christus,Privada,Eusébio,CE,Ativa
14166,Faculdade Presidente Antônio Carlos de Itabira,Privada,Itabira,MG,Extinta
1697,CENTRO UNIVERSITÁRIO FACOL,Privada,Vitória de Santo Antão,PE,Ativa
21643,Faculdade Rudolf Steiner,Privada,São Paulo,SP,Ativa
368,FACULDADE DE EDUCAÇÃO FÍSICA DA ASSOCIAÇÃO CRISTÃ DE MOÇOS DE SOROCABA,Privada,Sorocaba,SP,Ativa
667,FACULDADES INTEGRADAS DE JACAREPAGUÁ,Privada,Rio de Janeiro,RJ,Ativa
1461,CENTRO UNIVERSIÁRIO UNIFTC SALVADOR,Privada,Salvador,BA,Ativa
